Time Stamp,Data Point 1,Data Point 2,Data Point 3,Data Point 4,Data Point 5
06-Feb-20 15:53:00,Off,No Data,599.6815186,599.9958496,Off
06-Feb-20 15:54:00,Off,No Data,599.6813965,599.9960327,Off
06-Feb-20 15:55:00,Off,No Data,599.6812744,599.9962769,Off
06-Feb-20 15:56:00,Off,No Data,599.6812134,599.996521,Off
06-Feb-20 15:57:00,Off,No Data,599.6810913,599.9967651,Off
06-Feb-20 15:58:00,Off,No Data,599.6809692,599.9969482,Off
06-Feb-20 15:59:00,Off,No Data,599.6808472,599.9971924,Off
06-Feb-20 16:00:00,Off,No Data,599.6807861,599.9974365,Off
06-Feb-20 16:01:00,Off,No Data,599.6806641,599.9976807,Off
06-Feb-20 16:02:00,Off,No Data,599.680542,599.9978638,Off
06-Feb-20 16:03:00,Off,No Data,599.6804199,599.9981079,Off
06-Feb-20 16:04:00,Off,No Data,599.6803589,599.9983521,Off
06-Feb-20 16:05:00,Off,No Data,599.6802368,599.9985962,Off
06-Feb-20 16:06:00,Off,No Data,599.6801147,599.9987793,Off
06-Feb-20 16:07:00,Off,No Data,599.6799927,599.9990234,Off
06-Feb-20 16:08:00,Off,No Data,599.6799316,599.9992676,Off
06-Feb-20 16:09:00,Off,No Data,599.6798096,599.9995117,Off
06-Feb-20 16:10:00,Off,No Data,599.6796875,599.9996948,Off
06-Feb-20 16:11:00,Off,No Data,599.6795654,599.999939,Off
06-Feb-20 16:12:00,Off,No Data,599.6795044,599.8173218,Off
06-Feb-20 16:13:00,Off,No Data,599.6793823,599.5784912,Off
06-Feb-20 16:14:00,Off,No Data,599.6792603,599.3396606,Off
06-Feb-20 16:15:00,Off,No Data,599.6791382,599.1008301,Off
06-Feb-20 16:16:00,Off,No Data,599.6790771,598.8619995,Off
06-Feb-20 16:17:00,Off,No Data,592.5167847,592.2639771,Off
06-Feb-20 16:18:00,Off,No Data,582.5932617,582.5898438,Off
06-Feb-20 16:19:00,Off,No Data,574.7364502,574.8613281,Off
06-Feb-20 16:20:00,Off,No Data,568.3308716,568.4315068,Off
06-Feb-20 16:21:00,Off,No Data,562.9570313,563.0734863,Off
06-Feb-20 16:22:00,Off,No Data,557.5435181,557.8868408,Off
06-Feb-20 16:23:00,Off,No Data,555.3181763,554.6394043,Off
06-Feb-20 16:24:00,Off,No Data,551.4016113,551.3920288,Off
06-Feb-20 16:25:00,Off,No Data,547.6577148,547.6427002,Off
06-Feb-20 16:26:00,Off,No Data,542.4153442,542.3374634,Off
06-Feb-20 16:27:00,Off,No Data,537.5650024,538.0155029,Off
06-Feb-20 16:28:00,Off,No Data,535.5029297,535.0641479,Off
06-Feb-20 16:29:00,Off,No Data,525.493103,525.2116089,Off
06-Feb-20 16:30:00,Off,No Data,505.0056763,503.9512329,Off
06-Feb-20 16:31:00,Off,No Data,480.2939758,479.5393372,Off
06-Feb-20 16:32:00,Off,No Data,456.2910767,455.6598816,Off
06-Feb-20 16:33:00,Off,No Data,432.614563,432.0872192,Off
06-Feb-20 16:34:00,Off,No Data,409.7070618,408.6764832,Off
06-Feb-20 16:35:00,Off,No Data,387.6473694,386.3669128,Off
06-Feb-20 16:36:00,Off,No Data,370.9962769,370.4611816,Off
06-Feb-20 16:37:00,Off,No Data,358.3314209,358.3434753,Off
06-Feb-20 16:38:00,Off,No Data,349.8890076,349.9702454,Off
06-Feb-20 16:39:00,Off,No Data,347.4237366,347.649292,Off
06-Feb-20 16:40:00,Off,No Data,347.3025208,347.5571899,Off
06-Feb-20 16:41:00,Off,No Data,346.2142029,346.3607178,Off
06-Feb-20 16:42:00,Off,No Data,343.905426,343.9844055,Off
06-Feb-20 16:43:00,Off,No Data,344.4339294,344.5353394,Off
06-Feb-20 16:44:00,Off,No Data,345.4634094,345.3606567,Off
06-Feb-20 16:45:00,Off,No Data,345.5210876,344.901825,Off
06-Feb-20 16:46:00,Off,No Data,343.8862305,343.4252319,Off
06-Feb-20 16:47:00,Off,No Data,343.9445496,343.850647,Off
06-Feb-20 16:48:00,Off,No Data,345.4342651,344.6897278,Off
06-Feb-20 16:49:00,Off,No Data,343.5235291,343.5178528,Off
06-Feb-20 16:50:00,Off,No Data,340.0062866,339.6629333,Off
06-Feb-20 16:51:00,Off,No Data,335.7214661,335.4081421,Off
06-Feb-20 16:52:00,Off,No Data,332.9909668,333.1755371,Off
06-Feb-20 16:53:00,Off,No Data,331.5473633,331.3432617,Off
06-Feb-20 16:54:00,Off,No Data,328.5454102,328.0940247,Off
06-Feb-20 16:55:00,Off,No Data,325.2861023,325.168335,Off
06-Feb-20 16:56:00,Off,No Data,324.0793152,323.9045105,Off
06-Feb-20 16:57:00,Off,No Data,322.5897217,322.2891846,Off
06-Feb-20 16:58:00,Off,No Data,319.4622803,319.3280334,Off
06-Feb-20 16:59:00,Off,No Data,317.597229,317.7909241,Off
06-Feb-20 17:00:00,Off,No Data,317.5324402,317.5545349,Off
